Time,data
1614725348.605651,85.23
1614725348.6241915,85.30000000000001
1614725348.6453583,85.23
1614725348.6633437,85.21999999999998
1614725348.6841528,85.25000000000001
1614725348.7050633,85.18000000000002
1614725348.7239401,85.26
1614725348.7442253,85.25999999999999
1614725348.7648323,85.23000000000002
1614725348.785193,85.24
1614725348.8042555,85.33
1614725348.8255424,85.42000000000002
1614725348.8769054,85.44000000000001
1614725348.8769138,85.45000000000002
1614725348.8865154,85.39
1614725348.9046147,85.38000000000001
1614725348.9241443,85.43
1614725348.9437013,85.48
1614725348.964553,85.48999999999998
1614725348.9842448,85.48
1614725349.0053263,85.52
1614725349.024726,85.53000000000003
1614725349.0449424,85.52
1614725349.0650573,85.52000000000001
1614725349.0862105,85.47
1614725349.1066117,85.44000000000001
1614725349.124923,85.5
1614725349.145799,85.55
1614725349.165703,85.60000000000001
1614725349.1853893,85.58
1614725349.2049043,85.62000000000002
1614725349.226083,85.64
1614725349.245658,85.65
1614725349.2972736,85.61000000000003
1614725349.2972953,85.65
1614725349.306608,85.71
1614725349.326,85.75000000000001
1614725349.345191,85.77
1614725349.3842127,85.85000000000001
1614725349.387224,85.90000000000003
1614725349.4053268,85.93
1614725349.4266813,85.99
1614725349.4457166,85.96
1614725349.4660835,86.01
1614725349.4886796,85.96
1614725349.5410287,86.01
1614725349.5410445,86.02000000000002
1614725349.5469,86.05999999999999
1614725349.5671844,86.05000000000001
1614725349.5867968,86.1
1614725349.6068754,86.17000000000002
1614725349.627173,86.15000000000003
1614725349.6476033,86.17
1614725349.6667063,86.17000000000002
1614725349.6869771,86.18000000000002
1614725349.707047,86.20999999999998
1614725349.7266045,86.24000000000001
1614725349.7478247,86.24999999999999
1614725349.7750068,86.27
1614725349.786503,86.27
1614725349.8076868,86.24000000000001
1614725349.8277931,86.24000000000001
1614725349.8481233,86.24999999999999
1614725349.867851,86.22
1614725349.888445,86.26000000000002
1614725349.9049373,86.27999999999999
1614725349.9256017,86.3
1614725349.9450686,86.26999999999998
1614725349.965334,86.26999999999998
1614725349.9858713,86.27999999999999
1614725350.00843,86.24
1614725350.0279095,86.17000000000002
1614725350.048491,86.11000000000001
1614725350.0677452,86.12999999999998
1614725350.088399,86.05000000000001
1614725350.1137373,85.95999999999998
1614725350.1285787,85.90000000000002
1614725350.148057,85.76
1614725350.1681497,85.69
1614725350.1887796,85.62999999999998
1614725350.2087016,85.57999999999998
1614725350.2287743,85.64
1614725350.2481377,85.68000000000002
1614725350.2698727,85.63
1614725350.2892745,85.65999999999998
1614725350.3084326,85.64
1614725350.3294268,85.62
1614725350.3498466,85.54999999999998
1614725350.3679962,85.58
1614725350.388855,85.53
1614725350.409042,85.54999999999998
1614725350.4301307,85.53
1614725350.457697,85.57
1614725350.4690108,85.61000000000001
1614725350.4889774,85.66999999999999
1614725350.5127387,85.72000000000001
1614725350.5291603,85.74999999999999
1614725350.5496805,85.86
1614725350.5720174,85.96000000000001
1614725350.6251185,86.11000000000001
1614725350.625141,86.19
1614725350.6298752,86.22000000000004
1614725350.649782,86.33
1614725350.6699834,86.41000000000001
1614725350.689999,86.45
1614725350.7093337,86.53000000000002
1614725350.7328181,86.50000000000001
1614725350.7879248,86.55000000000001
1614725350.787936,86.62000000000002
1614725350.7923198,86.66000000000001
1614725350.8116271,86.60999999999999
1614725350.8305702,86.67000000000002
1614725350.8508184,86.72999999999999
1614725350.8705435,86.81000000000002
1614725350.8903122,86.91
1614725350.9104025,86.85
1614725350.9297004,86.88000000000002
1614725350.9511359,86.93
1614725351.0066888,86.90000000000002
1614725351.006717,86.88000000000001
1614725351.0130608,86.85
1614725351.031506,86.86999999999999
1614725351.050721,86.89
1614725351.0720763,86.88000000000001
1614725351.0912495,86.84999999999998
1614725351.1113205,86.86000000000001
1614725351.1317558,86.89000000000001
1614725351.1486962,86.85000000000002
1614725351.171604,86.84
1614725351.225236,86.93
1614725351.2252455,86.96
1614725351.2321818,86.91999999999999
1614725351.2797687,86.90000000000003
1614725351.2798023,86.82000000000001
1614725351.2911913,86.77999999999999
1614725351.3124938,86.77999999999999
1614725351.3349147,86.7
1614725351.3529713,86.62000000000002
1614725351.373006,86.62
1614725351.3917031,86.51
1614725351.4121912,86.44
1614725351.4319215,86.42000000000002
1614725351.452132,86.40000000000002
1614725351.4724295,86.31000000000002
1614725351.492431,86.17
1614725351.5128717,86.07000000000001
1614725351.5330062,85.96
1614725351.552235,85.94
1614725351.5728636,85.82
1614725351.593157,85.78000000000002
1614725351.6125681,85.66000000000001
1614725351.633375,85.59000000000002
1614725351.6510777,85.54000000000002
1614725351.6737638,85.51000000000002
1614725351.693377,85.40000000000002
1614725351.7170305,85.32000000000002
1614725351.7331257,85.22
1614725351.7534115,85.11
1614725351.7737632,85.02000000000001
1614725351.7939525,84.91000000000003
1614725351.8142898,84.88
1614725351.8338158,84.81
1614725351.8540637,84.76000000000002
1614725351.8737276,84.74000000000001
1614725351.894462,84.66
1614725351.913637,84.59000000000002
1614725351.9447765,84.46000000000002
1614725351.953533,84.36000000000003
1614725351.97459,84.28999999999999
1614725351.9938493,84.28000000000002
1614725352.0144384,84.21
1614725352.0345438,84.14000000000001
1614725352.053969,84.0
1614725352.0741448,83.84000000000003
1614725352.0942805,83.64
1614725352.1138892,83.53000000000002
1614725352.1350322,83.4
1614725352.154882,83.23
1614725352.1745985,83.09
1614725352.19471,82.99000000000001
1614725352.216082,82.92
1614725352.234688,82.81999999999996
1614725352.2553332,82.71999999999997
1614725352.276369,82.64000000000001
1614725352.2944598,82.54
1614725352.3144388,82.40000000000002
1614725352.3359966,82.25000000000001
1614725352.3548899,82.15
1614725352.3755572,82.06000000000004
1614725352.3961527,81.91
1614725352.4155579,81.76000000000002
1614725352.4358459,81.66
1614725352.4559782,81.63999999999999
1614725352.4744933,81.53
1614725352.4962528,81.43000000000002
1614725352.5158062,81.45000000000002
1614725352.5365787,81.38000000000001
1614725352.5560849,81.32000000000001
1614725352.5776722,81.27
1614725352.5966353,81.27
1614725352.6169732,81.3
1614725352.6356978,81.27
1614725352.655987,81.29
1614725352.6764438,81.28000000000002
1614725352.6970508,81.25
1614725352.7171052,81.24999999999999
1614725352.7363465,81.25000000000003
1614725352.7570238,81.22000000000001
1614725352.7798326,81.16999999999999
1614725352.7974977,81.12000000000002
1614725352.8158524,81.12
1614725352.8360574,81.1
1614725352.8570762,81.05000000000001
1614725352.8764946,81.01999999999998
1614725352.8964047,80.94
1614725352.9160318,80.9
1614725352.9370265,80.91
1614725352.956748,80.89000000000003
1614725352.9781065,80.83000000000001
1614725352.9975636,80.84000000000003
1614725353.0175016,80.92
1614725353.0369997,80.92999999999999
1614725353.0572119,81.02000000000001
1614725353.0788271,81.06000000000002
1614725353.0974329,81.12999999999998
1614725353.1181579,81.13000000000001
1614725353.137735,81.20000000000002
1614725353.1577036,81.17
1614725353.177236,81.19
1614725353.1992996,81.19
1614725353.218667,81.25000000000001
1614725353.237394,81.24
1614725353.258495,81.31000000000002
1614725353.2796571,81.45
1614725353.3002086,81.53000000000002
1614725353.3530428,81.56
1614725353.353062,81.61
1614725353.358585,81.51000000000003
1614725353.3790894,81.47000000000001
1614725353.3992321,81.44
1614725353.4182289,81.34000000000003
1614725353.4397087,81.26
1614725353.4582307,81.22000000000003
1614725353.478046,81.19000000000001
1614725353.4987156,81.12000000000002
1614725353.5197797,81.07000000000001
1614725353.5389125,80.93
1614725353.55669,80.83
1614725353.5785139,80.78
1614725353.5992732,80.76
1614725353.6191816,80.7
1614725353.6397893,80.61000000000001
1614725353.6591878,80.55999999999997
1614725353.6790633,80.57
1614725353.7009845,80.57000000000002
1614725353.7220054,80.53000000000002
1614725353.7398832,80.44000000000001
1614725353.7603247,80.45000000000002
1614725353.780035,80.38
1614725353.8008637,80.26000000000002
1614725353.8200884,80.21000000000002
1614725353.839477,80.15999999999997
1614725353.8591378,80.11
1614725353.8802617,80.08000000000003
1614725353.9339225,80.21
1614725353.9339807,80.19
1614725353.9402845,80.21000000000002
1614725353.9599528,80.19
1614725353.98002,80.17
1614725354.0001528,80.11000000000001
1614725354.0193076,80.14000000000001
1614725354.041811,80.11000000000001
1614725354.0605998,79.99000000000001
1614725354.0807364,79.92
1614725354.1003532,79.90000000000003
1614725354.121241,79.74999999999999
1614725354.1415515,79.74000000000001
1614725354.1606495,79.82000000000001
1614725354.1807785,79.78
1614725354.2014318,79.72
1614725354.2217648,79.69999999999999
1614725354.2405035,79.69999999999999
1614725354.2724438,79.75000000000001
1614725354.2799063,79.68000000000004
1614725354.30254,79.67999999999999
1614725354.3210366,79.62000000000003
1614725354.3409543,79.63
1614725354.3612888,79.74000000000001
1614725354.381149,79.79
1614725354.4015553,79.89000000000001
1614725354.4216993,80.0
1614725354.4421408,80.00000000000001
1614725354.4613764,80.02000000000001
1614725354.4812002,80.02999999999999
1614725354.5011706,79.99000000000001
1614725354.5218546,79.97
1614725354.5418108,79.93000000000002
1614725354.5623975,79.96
1614725354.582527,79.95000000000002
1614725354.6025934,79.99
1614725354.622597,79.99999999999999
1614725354.6422424,80.07000000000001
1614725354.669931,80.01000000000002
1614725354.6811774,80.01000000000002
1614725354.7017014,79.88
1614725354.7234113,79.82
1614725354.7420883,79.69000000000001
1614725354.7629664,79.68000000000005
1614725354.7823594,79.6
1614725354.803994,79.43000000000004
1614725354.82317,79.35
1614725354.8432326,79.24
1614725354.8625042,79.03000000000002
1614725354.882035,78.82
1614725354.9033468,78.77
1614725354.9230177,78.70000000000002
1614725354.9436545,78.66
1614725354.962935,78.62000000000002
1614725354.9848158,78.58999999999999
1614725355.0034306,78.52999999999999
1614725355.0236588,78.59000000000002
1614725355.043382,78.52000000000001
1614725355.0638075,78.59000000000002
1614725355.0829952,78.63999999999999
1614725355.1029983,78.50999999999999
1614725355.1210911,78.44
1614725355.14393,78.51
1614725355.1640332,78.34000000000002
1614725355.184814,78.31999999999998
1614725355.204381,78.30999999999999
1614725355.2236445,78.22000000000001
1614725355.244301,78.08
1614725355.2630718,78.0
1614725355.2839932,77.9
1614725355.3049004,77.87
1614725355.3222191,77.86000000000001
1614725355.3438873,77.73000000000002
1614725355.3617277,77.48
1614725355.3861086,77.25999999999999
1614725355.436165,77.07
1614725355.4389825,76.86
1614725355.4443994,76.66
1614725355.4628956,76.41
1614725355.4823718,76.10000000000001
1614725355.504134,75.93000000000002
1614725355.533042,75.68000000000002
1614725355.5454786,75.53
1614725355.5654197,75.33
1614725355.5824504,75.12
1614725355.6062868,74.80000000000001
1614725355.6244817,74.56
1614725355.64239,74.3
1614725355.6649532,74.05000000000001
1614725355.689244,73.88000000000001
1614725355.7170641,73.70000000000003
1614725355.7249506,73.54000000000002
1614725355.7460945,73.37
1614725355.7661235,73.26
1614725355.787356,73.12
1614725355.8061125,72.92000000000002
1614725355.8277757,72.7
1614725355.8453197,72.51000000000002
1614725355.8685396,72.42
1614725355.886512,72.21000000000002
1614725355.9373617,72.05
1614725355.937432,71.94000000000001
1614725355.9465888,71.84000000000002
1614725355.9661372,71.70999999999998
1614725355.986515,71.58
1614725356.0413744,71.46000000000002
1614725356.0414119,71.36
1614725356.0495152,71.26
1614725356.0668786,71.06
1614725356.0878887,70.91000000000001
1614725356.1063414,70.82000000000001
1614725356.1268713,70.67000000000002
1614725356.146967,70.52999999999997
1614725356.1671696,70.44000000000001
1614725356.1869118,70.32
1614725356.2058158,70.24000000000002
1614725356.2281713,70.16
1614725356.2442496,69.97
1614725356.2689052,69.9
1614725356.2876115,69.84000000000002
1614725356.3087595,69.78000000000002
1614725356.3287504,69.71
1614725356.3479106,69.65999999999998
1614725356.3677368,69.59
1614725356.4220848,69.47
1614725356.4221284,69.34
1614725356.4294345,69.3
1614725356.4483182,69.20000000000002
1614725356.4685788,69.07
1614725356.4903529,68.91999999999997
1614725356.5080094,68.91
1614725356.5279686,68.88000000000001
1614725356.5479844,68.81
1614725356.566052,68.83
1614725356.5865343,68.81
1614725356.6265538,68.80000000000001
1614725356.6289945,68.75999999999999
1614725356.6491988,68.74000000000001
1614725356.6690557,68.68000000000004
1614725356.6939588,68.69
1614725356.7087896,68.61000000000003
1614725356.729573,68.58000000000001
1614725356.7844272,68.58
1614725356.7844439,68.53000000000002
1614725356.79016,68.48
1614725356.810888,68.44000000000001
1614725356.8293848,68.40999999999998
1614725356.8489006,68.36
1614725356.869189,68.33
1614725356.9210706,68.33999999999999
1614725356.9210892,68.30000000000001
1614725356.937819,68.28
1614725356.9496806,68.15000000000002
1614725356.9702616,68.11999999999999
1614725356.99377,68.11000000000003
1614725357.0611668,68.07
1614725357.0611765,68.03000000000003
1614725357.0629392,67.97999999999999
1614725357.070234,67.91000000000001
1614725357.0902426,67.84
1614725357.1116915,67.87
1614725357.13048,67.84
1614725357.1549604,67.97000000000001
1614725357.1711576,68.0
1614725357.1919785,67.99
1614725357.2103891,67.97
1614725357.2305024,67.97000000000001
1614725357.2989461,68.00000000000003
1614725357.2989662,67.91999999999999
1614725357.3006198,67.83000000000003
1614725357.3109524,67.75000000000001
1614725357.3315141,67.71999999999998
1614725357.351321,67.68000000000002
1614725357.371421,67.66000000000001
1614725357.4210603,67.65000000000002
1614725357.4210815,67.64
1614725357.430921,67.71999999999998
1614725357.4512062,67.71999999999998
1614725357.4714296,67.69
1614725357.500286,67.70999999999998
1614725357.5118804,67.71000000000001
1614725357.531315,67.78999999999999
1614725357.5510354,67.75999999999999
1614725357.5712643,67.75000000000003
1614725357.592767,67.70000000000002
1614725357.6453984,67.79999999999998
1614725357.6454196,67.78999999999999
1614725357.651845,67.84000000000002
1614725357.6719136,67.95
